,n_train,polykernel_degree,n_test,time,algo,tr_regret,tst_regret,reweight,mixture_weight
25,100,4,1000,5.21200704574585,reweight_LS,52.11938715040597,113.95341646897816,1.0,0.2
26,100,4,1000,5.21584415435791,reweight_LS,55.0391101720166,117.67525680731706,1.0,0.4
27,100,4,1000,5.411440849304199,reweight_LS,59.29241739648812,116.99239020639354,1.0,0.6
28,100,4,1000,5.362696886062622,reweight_LS,60.984610535408684,107.78571879101236,1.0,0.8
29,100,4,1000,55.28620624542236,SPO,54.055926156166386,113.40352698049814,,
30,100,4,1000,2.6244659423828125,LS,84.87374220911562,91.62838373288676,,
31,100,4,1000,5.298633098602295,reweight_LS,74.16160788503181,89.96373298584648,1.0,0.2
32,100,4,1000,5.319900035858154,reweight_LS,81.12259556695112,92.93289789569275,1.0,0.4
33,100,4,1000,5.563604116439819,reweight_LS,79.82147226248189,90.23875711212453,1.0,0.6
34,100,4,1000,5.496114730834961,reweight_LS,123.560692470787,117.5709539712442,1.0,0.8
35,100,4,1000,55.51900887489319,SPO,83.60519198435078,91.58256974327847,,
36,100,4,1000,2.5525267124176025,LS,99.90175000771707,152.1687034518238,,
37,100,4,1000,5.197417736053467,reweight_LS,95.82416252270085,145.01843760346557,1.0,0.2
38,100,4,1000,5.1481475830078125,reweight_LS,101.74140461755661,153.58786830877776,1.0,0.4
39,100,4,1000,5.373731851577759,reweight_LS,83.04139456904784,124.60216453654915,1.0,0.6
40,100,4,1000,5.276672840118408,reweight_LS,114.15232187997667,174.83567064905435,1.0,0.8
41,100,4,1000,54.59773373603821,SPO,98.47558604377875,151.16084001824137,,
42,100,4,1000,2.612959861755371,LS,90.97567276824722,151.67393723387715,,
43,100,4,1000,5.296346664428711,reweight_LS,93.79921112614576,140.96252696738773,1.0,0.2
44,100,4,1000,5.319368839263916,reweight_LS,90.4685449791751,155.74766174568825,1.0,0.4
45,100,4,1000,5.54042387008667,reweight_LS,94.05438431244391,150.68582801398395,1.0,0.6
46,100,4,1000,5.3456807136535645,reweight_LS,120.0545246297873,153.72730484782375,1.0,0.8
47,100,4,1000,54.92032170295715,SPO,90.78533555502138,153.55709415264505,,
